"Symbol","Name","Exchange"
"MLACW","Malacca Straits Acquisition Company Limited - Warrants","NASDAQ"
"MLCO","Melco Resorts & Entertainment Limited - American Depositary Shares ","NASDAQ"
"MLHR","Herman Miller, Inc. - Common Stock","NASDAQ"
"MLND","Millendo Therapeutics, Inc.  - Common Stock","NASDAQ"
"MLVF","Malvern Bancorp, Inc. - Common Stock","NASDAQ"
"MMAC","MMA Capital Holdings, Inc. - Common Stock","NASDAQ"
"MMLP","Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests","NASDAQ"
"MMSI","Merit Medical Systems, Inc. - Common Stock","NASDAQ"
"MMYT","MakeMyTrip Limited - Ordinary Shares","NASDAQ"
"MNDO","MIND C.T.I. Ltd. - Ordinary Shares","NASDAQ"
"MNKD","MannKind Corporation - Common Stock","NASDAQ"
"MNOV","MediciNova, Inc. - Common Stock","NASDAQ"
"MNPR","Monopar Therapeutics Inc. - Common Stock","NASDAQ"
"MNRO","Monro, Inc.  - Common Stock","NASDAQ"
"MNSB","MainStreet Bancshares, Inc. - Common Stock","NASDAQ"
"MNSBP","MainStreet Bancshares, Inc. - Depositary Shares","NASDAQ"
"MNST","Monster Beverage Corporation - Common Stock","NASDAQ"
"MNTK","Montauk Renewables, Inc. - Common Stock","NASDAQ"
"MNTX","Manitex International, Inc. - common stock","NASDAQ"
"MODV","ModivCare Inc. - Common Stock","NASDAQ"
"MOFG","MidWestOne Financial Group, Inc. - Common Stock","NASDAQ"
"MOGO","Mogo Inc. - Common Shares","NASDAQ"
"MOHO","ECMOHO Limited - American Depositary Shares","NASDAQ"
"MOMO","Momo Inc. - American Depositary Shares","NASDAQ"
"MON","Monument Circle Acquisition Corp. - Class A Common Stock","NASDAQ"
"MONCU","Monument Circle Acquisition Corp. - Unit","NASDAQ"
"MONCW","Monument Circle Acquisition Corp. - Warrant","NASDAQ"
"MOR","MorphoSys AG - American Depositary Shares","NASDAQ"
"MORF","Morphic Holding, Inc. - Common Stock","NASDAQ"
"MORN","Morningstar, Inc. - Common Stock","NASDAQ"
"MOSY","MoSys, Inc. - Common Stock","NASDAQ"
"MOTN","Motion Acquisition Corp. - Class A Common Stock","NASDAQ"
"MOTNU","Motion Acquisition Corp. - Unit","NASDAQ"
"MOTNW","Motion Acquisition Corp. - Warrants to purchase one Class A common","NASDAQ"
"MOTS","Motus GI Holdings, Inc. - Common Stock","NASDAQ"
"MOVE","Movano Inc. - Common Stock","NASDAQ"
"MOXC","Moxian, Inc. - Common Stock","NASDAQ"
"MPAA","Motorcar Parts of America, Inc. - Common Stock","NASDAQ"
"MPACU","Model Performance Acquisition Corp. - Units","NASDAQ"
"MPB","Mid Penn Bancorp - Common Stock","NASDAQ"
"MPWR","Monolithic Power Systems, Inc. - Common Stock","NASDAQ"
"MRAC","Marquee Raine Acquisition Corp. - Class A Ordinary Shares","NASDAQ"
"MRACU","Marquee Raine Acquisition Corp. - Unit","NASDAQ"
"MRACW","Marquee Raine Acquisition Corp. - Warrant","NASDAQ"
"MRAM","Everspin Technologies, Inc. - Common Stock","NASDAQ"
"MRBK","Meridian Corporation - Common Stock","NASDAQ"
"MRCC","Monroe Capital Corporation - Common Stock","NASDAQ"
"MRCY","Mercury Systems Inc - Common Stock","NASDAQ"
"MREO","Mereo BioPharma Group plc - American Depositary Shares","NASDAQ"
"MRIN","Marin Software Incorporated - Common Stock","NASDAQ"
"MRKR","Marker Therapeutics, Inc. - Common Stock","NASDAQ"
"MRLN","Marlin Business Services Corp. - Common Stock","NASDAQ"
"MRM","MEDIROM Healthcare Technologies Inc. - American Depositary Share","NASDAQ"
"MRNA","Moderna, Inc. - Common Stock","NASDAQ"
"MRNS","Marinus Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"MRSN","Mersana Therapeutics, Inc. - Common Stock","NASDAQ"
"MRTN","Marten Transport, Ltd. - Common Stock","NASDAQ"
"MRTX","Mirati Therapeutics, Inc. - Common Stock","NASDAQ"
"MRUS","Merus N.V. - Common Shares","NASDAQ"
"MRVI","Maravai LifeSciences Holdings, Inc. - Class A common stock","NASDAQ"
"MRVL","Marvell Technology, Inc. - Common Stock","NASDAQ"
"MSAC","Medicus Sciences Acquisition Corp. - Class A Ordinary Share","NASDAQ"
"MSACW","Medicus Sciences Acquisition Corp. - Warrant","NASDAQ"
"MSBI","Midland States Bancorp, Inc. - Common Stock","NASDAQ"
"MSDAU","MSD Acquisition Corp. - Unit","NASDAQ"
"MSEX","Middlesex Water Company - Common Stock","NASDAQ"
"MSFT","Microsoft Corporation - Common Stock","NASDAQ"
"MSGM","Motorsport Games Inc. - Class A Common Stock","NASDAQ"
"MSON","MISONIX, Inc. - Common Stock","NASDAQ"
"MSTR","MicroStrategy Incorporated - Class A Common Stock","NASDAQ"
"MSVB","Mid-Southern Bancorp, Inc. - Common Stock","NASDAQ"
"MTAC","MedTech Acquisition Corporation - Class A Common Stock","NASDAQ"
"MTACU","MedTech Acquisition Corporation - Unit","NASDAQ"
"MTACW","MedTech Acquisition Corporation - Warrant","NASDAQ"
"MTBC","CareCloud, Inc. - Common Stock","NASDAQ"
"MTBCP","CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock","NASDAQ"
"MTC","MMTec, Inc. - Common Shares","NASDAQ"
"MTCH","Match Group, Inc. - Common Stock","NASDAQ"
"MTCR","Metacrine, Inc. - Common Stock","NASDAQ"
"MTEM","Molecular Templates, Inc. - Common Stock","NASDAQ"
"MTEX","Mannatech, Incorporated - Common Stock","NASDAQ"
"MTLS","Materialise NV - American Depositary Shares","NASDAQ"
"MTP","Midatech Pharma PLC - American Depositary Shares","NASDAQ"
"MTRX","Matrix Service Company - Common Stock","NASDAQ"
"MTSI","MACOM Technology Solutions Holdings, Inc. - Common Stock","NASDAQ"
"MTSL","MER Telemanagement Solutions Ltd. - Ordinary Shares","NASDAQ"
"MU","Micron Technology, Inc. - Common Stock","NASDAQ"
"MUDS","Mudrick Capital Acquisition Corporation II - Class A Common Stock","NASDAQ"
"MUDSU","Mudrick Capital Acquisition Corporation II - Unit","NASDAQ"
"MUDSW","Mudrick Capital Acquisition Corporation II - Warrant","NASDAQ"
"MVBF","MVB Financial Corp. - Common Stock","NASDAQ"
"MVIS","MicroVision, Inc. - Common Stock","NASDAQ"
"MWK","Mohawk Group Holdings, Inc. - Common Stock","NASDAQ"
"MXIM","Maxim Integrated Products, Inc. - Common Stock","NASDAQ"
"MYFW","First Western Financial, Inc. - Common Stock","NASDAQ"
"MYGN","Myriad Genetics, Inc. - Common Stock","NASDAQ"
"MYMD","MyMD Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"MYRG","MYR Group, Inc. - Common Stock","NASDAQ"
"MYSZ","My Size, Inc. - Common Stock","NASDAQ"
"MYT","Urban Tea, Inc. - Ordinary Shares","NASDAQ"
"NAAC","North Atlantic Acquisition Corporation - Class A Ordinary Share","NASDAQ"
"NAACU","North Atlantic Acquisition Corporation - Unit","NASDAQ"
"NAACW","North Atlantic Acquisition Corporation - Warrant","NASDAQ"
"NAII","Natural Alternatives International, Inc. - Common Stock","NASDAQ"
"NAKD","Naked Brand Group Limited - Ordinary Shares","NASDAQ"
"NAOV","NanoVibronix, Inc. - Common Stock","NASDAQ"
"NARI","Inari Medical, Inc. - Common Stock","NASDAQ"
"NATH","Nathan's Famous, Inc. - Common Stock","NASDAQ"
"NATI","National Instruments Corporation - Common Stock","NASDAQ"
"NATR","Nature's Sunshine Products, Inc. - Common Stock","NASDAQ"
"NAVI","Navient Corporation - Common Stock","NASDAQ"
"NBEV","NewAge, Inc. - Common Stock","NASDAQ"
"NBIX","Neurocrine Biosciences, Inc. - Common Stock","NASDAQ"
"NBLX","Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests","NASDAQ"
"NBN","Northeast Bank - Common Stock","NASDAQ"
"NBRV","Nabriva Therapeutics plc - Ordinary Shares","NASDAQ"
"NBSE","NeuBase Therapeutics, Inc.  - Common Stock","NASDAQ"
"NBST","Newbury Street Acquisition Corporation - Common Stock","NASDAQ"
"NBSTU","Newbury Street Acquisition Corporation - Units","NASDAQ"
"NBSTW","Newbury Street Acquisition Corporation - Warrants","NASDAQ"
"NBTB","NBT Bancorp Inc. - Common Stock","NASDAQ"
"NBTX","Nanobiotix S.A. - ADSs","NASDAQ"
"NCBS","Nicolet Bankshares Inc. - Common Stock","NASDAQ"
"NCMI","National CineMedia, Inc. - Common Stock","NASDAQ"
"NCNA","NuCana plc - American Depositary Shares","NASDAQ"
"NCNO","nCino, Inc. - Common Stock","NASDAQ"
"NCSM","NCS Multistage Holdings, Inc. - Common Stock","NASDAQ"
"NCTY","The9 Limited - American Depository Shares","NASDAQ"
"NDAC","NightDragon Acquisition Corp. - Class A Common stock","NASDAQ"
"NDACU","NightDragon Acquisition Corp. - SCALE Units","NASDAQ"
"NDACW","NightDragon Acquisition Corp. - Warrants to purchase Class A common stock","NASDAQ"
"NDAQ","Nasdaq, Inc. - Common Stock","NASDAQ"
"NDLS","Noodles & Company - Common Stock","NASDAQ"
"NDRA","ENDRA Life Sciences Inc. - Common Stock","NASDAQ"
"NDRAW","ENDRA Life Sciences Inc. - Warrants","NASDAQ"
"NDSN","Nordson Corporation - Common Stock","NASDAQ"
"NEBC","Nebula Caravel Acquisition Corp. - Class A Common Stock","NASDAQ"
"NEBCU","Nebula Caravel Acquisition Corp. - Unit","NASDAQ"
"NEBCW","Nebula Caravel Acquisition Corp. - Warrant","NASDAQ"
"NEO","NeoGenomics, Inc. - Common Stock","NASDAQ"
"NEOG","Neogen Corporation - Common Stock","NASDAQ"
"NEON","Neonode Inc. - Common Stock","NASDAQ"
"NEPH","Nephros, Inc. - Common Stock","NASDAQ"
"NEPT","Neptune Wellness Solutions Inc. - Ordinary Shares","NASDAQ"
"NERV","Minerva Neurosciences, Inc - Common Stock","NASDAQ"
"NESR","National Energy Services Reunited Corp. - Ordinary Shares","NASDAQ"
"NESRW","National Energy Services Reunited Corp. - Warrant","NASDAQ"
"NETE","Net Element, Inc. - Common Stock","NASDAQ"
"NEWA","Newater Technology, Inc. - Ordinary Shares","NASDAQ"
"NEWT","Newtek Business Services Corp. - Common Stock","NASDAQ"
"NEWTL","Newtek Business Services Corp. - 5.75% Notes due 2024","NASDAQ"
"NEWTZ","Newtek Business Services Corp. - 5.50% Notes Due 2026","NASDAQ"
"NEXI","NexImmune, Inc. - Common Stock","NASDAQ"
"NEXT","NextDecade Corporation - Common Stock","NASDAQ"
"NFBK","Northfield Bancorp, Inc. - Common Stock","NASDAQ"
"NFE","New Fortress Energy Inc. - Class A Common Stock","NASDAQ"
"NFLX","Netflix, Inc. - Common Stock","NASDAQ"
"NFTY","First Trust India Nifty 50 Equal Weight ETF","NASDAQ"
"NGAC","NextGen Acquisition Corporation - Class A Ordinary Shares","NASDAQ"
"NGACU","NextGen Acquisition Corporation - Units","NASDAQ"
"NGACW","NextGen Acquisition Corporation - Warrants","NASDAQ"
"NGCAU","NextGen Acquisition Corp. II - Units","NASDAQ"
"NGM","NGM Biopharmaceuticals, Inc. - Common Stock","NASDAQ"
"NGMS","NeoGames S.A. - Ordinary Shares","NASDAQ"
"NH","NantHealth, Inc. - Common Stock","NASDAQ"
"NHIC","NewHold Investment Corp. - Class A Common Stock","NASDAQ"
"NHICU","NewHold Investment Corp. - Unit","NASDAQ"
"NHICW","NewHold Investment Corp. - Warrant","NASDAQ"
"NHTC","Natural Health Trends Corp. - Commn Stock","NASDAQ"
"NICE","NICE Ltd - American Depositary Shares each representing one Ordinary Share","NASDAQ"
"NICK","Nicholas Financial, Inc. - Common Stock","NASDAQ"
"NISN","NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares","NASDAQ"
"NIU","Niu Technologies - American Depositary Shares","NASDAQ"
"NKLA","Nikola Corporation - Common Stock","NASDAQ"
"NKSH","National Bankshares, Inc. - Common Stock","NASDAQ"
"NKTR","Nektar Therapeutics - Common Stock","NASDAQ"
"NKTX","Nkarta, Inc. - Common Stock","NASDAQ"
"NLOK","NortonLifeLock Inc. - Common Stock","NASDAQ"
"NLSP","NLS Pharmaceutics Ltd. - Common Shares","NASDAQ"
"NLSPW","NLS Pharmaceutics Ltd. - Warrant","NASDAQ"
"NLTX","Neoleukin Therapeutics, Inc. - Common Stock","NASDAQ"
"NMFC","New Mountain Finance Corporation - Common Stock","NASDAQ"
"NMIH","NMI Holdings Inc - Common Stock","NASDAQ"
"NMMC","North Mountain Merger Corp. - Class A Common Stock","NASDAQ"
"NMMCU","North Mountain Merger Corp. - Unit","NASDAQ"
"NMMCW","North Mountain Merger Corp. - Warrant","NASDAQ"
"NMRD","Nemaura Medical Inc. - Common Stock","NASDAQ"
"NMRK","Newmark Group, Inc. - Class A Common Stock","NASDAQ"
"NMTR","9 Meters Biopharma, Inc. - Common Stock","NASDAQ"
"NNBR","NN, Inc. - Common Stock","NASDAQ"
"NNDM","Nano Dimension Ltd. - American Depositary Shares","NASDAQ"
"NNOX","NANO-X IMAGING LTD - Ordinary Shares","NASDAQ"
"NOAC","Natural Order Acquisition Corp. - Common Stock","NASDAQ"
"NOACU","Natural Order Acquisition Corp. - Unit","NASDAQ"
"NOACW","Natural Order Acquisition Corp. - Warrant","NASDAQ"
"NODK","NI Holdings, Inc. - Common Stock","NASDAQ"
"NOTV","Inotiv, Inc. - Common Stock","NASDAQ"
"NOVN","Novan, Inc. - Common Stock","NASDAQ"
"NOVT","Novanta Inc. - Common Shares","NASDAQ"
"NPCE","Neuropace, Inc. - Common Stock","NASDAQ"
"NRAC","Noble Rock Acquisition Corporation - Class A Ordinary share","NASDAQ"
"NRACU","Noble Rock Acquisition Corporation - Unit","NASDAQ"
"NRACW","Noble Rock Acquisition Corporation - Warrant","NASDAQ"
"NRBO","NeuroBo Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"NRC","National Research Corporation - Common Stock","NASDAQ"
"NRIM","Northrim BanCorp Inc - Common Stock","NASDAQ"
"NRIX","Nurix Therapeutics, Inc. - Common stock","NASDAQ"
"NSEC","National Security Group, Inc. - Common Stock","NASDAQ"
"NSIT","Insight Enterprises, Inc. - Common Stock","NASDAQ"
"NSSC","NAPCO Security Technologies, Inc. - Common Stock","NASDAQ"
"NSTG","NanoString Technologies, Inc. - Common Stock","NASDAQ"
"NSYS","Nortech Systems Incorporated - Common Stock","NASDAQ"
"NTAP","NetApp, Inc. - Common Stock","NASDAQ"
"NTCT","NetScout Systems, Inc. - Common Stock","NASDAQ"
"NTEC","Intec Pharma Ltd. - Ordinary Shares","NASDAQ"
"NTES","NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares","NASDAQ"
"NTGR","NETGEAR, Inc. - Common Stock","NASDAQ"
"NTIC","Northern Technologies International Corporation - Common Stock","NASDAQ"
"NTLA","Intellia Therapeutics, Inc. - Common Stock","NASDAQ"
"NTNX","Nutanix, Inc. - Class A Common Stock","NASDAQ"
"NTRA","Natera, Inc. - Common Stock","NASDAQ"
"NTRS","Northern Trust Corporation - Common Stock","NASDAQ"
"NTRSO","Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"NTUS","Natus Medical Incorporated - Common Stock","NASDAQ"
"NTWK","NETSOL Technologies Inc. - Common Stock","NASDAQ"
"NUAN","Nuance Communications, Inc. - Common Stock","NASDAQ"
"NURO","NeuroMetrix, Inc. - Common Stock","NASDAQ"
"NUVA","NuVasive, Inc. - Common Stock","NASDAQ"
"NUZE","NuZee, Inc. - Common Stock","NASDAQ"
"NVAX","Novavax, Inc. - Common Stock","NASDAQ"
"NVCN","Neovasc Inc. - Common Shares","NASDAQ"
"NVCR","NovoCure Limited - Ordinary Shares","NASDAQ"
"NVDA","NVIDIA Corporation - Common Stock","NASDAQ"
"NVEC","NVE Corporation - Common Stock","NASDAQ"
"NVEE","NV5 Global, Inc. - Common Stock","NASDAQ"
"NVFY","Nova Lifestyle, Inc - Common Stock","NASDAQ"
"NVIV","InVivo Therapeutics Holdings Corp. - Common Stock","NASDAQ"
"NVMI","Nova Measuring Instruments Ltd. - Ordinary Shares","NASDAQ"
"NVOS","Novo Integrated Sciences, Inc. - Common Stock","NASDAQ"
"NVSA","New Vista Acquisition Corp - Class A Ordinary Shares","NASDAQ"
"NVSAU","New Vista Acquisition Corp - Unit","NASDAQ"
"NVSAW","New Vista Acquisition Corp - Redeemable Warrant to purchase Class A Ordinary Shares","NASDAQ"
"NVVE","Nuvve Holding Corp. - Common Stock","NASDAQ"
"NVVEW","Nuvve Holding Corp. - Warrant","NASDAQ"
"NWBI","Northwest Bancshares, Inc. - Common Stock","NASDAQ"
"NWE","NorthWestern Corporation - Common Stock","NASDAQ"
"NWFL","Norwood Financial Corp. - Common Stock","NASDAQ"
"NWL","Newell Brands Inc. - Common Stock","NASDAQ"
"NWLI","National Western Life Group, Inc. - Class A Common Stock","NASDAQ"
"NWPX","Northwest Pipe Company - Common Stock","NASDAQ"
"NWS","News Corporation - Class B Common Stock","NASDAQ"
"NWSA","News Corporation - Class A Common Stock","NASDAQ"
"NXGN","NextGen Healthcare, Inc. - Common Stock","NASDAQ"
"NXPI","NXP Semiconductors N.V. - Common Stock","NASDAQ"
"NXST","Nexstar Media Group, Inc. - Class A Common Stock","NASDAQ"
"NXTC","NextCure, Inc. - Common Stock","NASDAQ"
"NXTD","NXT-ID Inc. - Common Stock","NASDAQ"
"NXTG","First Trust Indxx NextG ETF","NASDAQ"
"NYMT","New York Mortgage Trust, Inc. - Common Stock","NASDAQ"
"NYMTM","New York Mortgage Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ"
"NYMTN","New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ"
"NYMTO","New York Mortgage Trust, Inc. - 7.875% Series C Cumulative Redeemable Preferred Stock","NASDAQ"
"NYMTP","New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock","NASDAQ"
"NYMX","Nymox Pharmaceutical Corporation - Common Stock","NASDAQ"
"OAS","Oasis Petroleum Inc. - Common Stock","NASDAQ"
"OBAS","Optibase Ltd. - Ordinary Shares","NASDAQ"
"OBCI","Ocean Bio-Chem, Inc. - Common Stock","NASDAQ"
"OBLG","Oblong Inc. - Common Stock","NASDAQ"
"OBLN","Obalon Therapeutics, Inc. - Common Stock","NASDAQ"
"OBNK","Origin Bancorp, Inc. - Common Stock","NASDAQ"
"OBSV","ObsEva SA - Common Shares","NASDAQ"
"OCAX","OCA Acquisition Corp. - Class A Common Stock","NASDAQ"
"OCAXU","OCA Acquisition Corp. - Unit","NASDAQ"
"OCAXW","OCA Acquisition Corp. - Warrant","NASDAQ"
"OCC","Optical Cable Corporation - Common Stock","NASDAQ"
"OCCI","OFS Credit Company, Inc. - Common Stock","NASDAQ"
"OCCIP","OFS Credit Company, Inc. - 6.875% Series A Term Preferred Stock","NASDAQ"
"OCDX","Ortho Clinical Diagnostics plc - Ordinary Shares","NASDAQ"
"OCFC","OceanFirst Financial Corp. - Common Stock","NASDAQ"
"OCFCP","OceanFirst Financial Corp. - Depositary Shares","NASDAQ"
"OCG","Oriental Culture Holding LTD - Ordinary Shares","NASDAQ"
"OCGN","Ocugen, Inc. - Common Stock","NASDAQ"
"OCSL","Oaktree Specialty Lending Corporation - Common Stock","NASDAQ"
"OCUL","Ocular Therapeutix, Inc. - Common Stock","NASDAQ"
"OCUP","Ocuphire Pharma, Inc. - Common Stock","NASDAQ"
"OCX","OncoCyte Corporation - Common Stock","NASDAQ"
"ODFL","Old Dominion Freight Line, Inc. - Common Stock","NASDAQ"
"ODP","The ODP Corporation - Common Stock","NASDAQ"
"ODT","Odonate Therapeutics, Inc. - Common Stock","NASDAQ"
"OEG","Orbital Energy Group, Inc. - Common Stock","NASDAQ"
"OEPW","One Equity Partners Open Water I Corp. - Class A Common Stock","NASDAQ"
"OEPWU","One Equity Partners Open Water I Corp. - Unit","NASDAQ"
"OEPWW","One Equity Partners Open Water I Corp. - Warrant","NASDAQ"
"OESX","Orion Energy Systems, Inc. - Common Stock","NASDAQ"
"OFED","Oconee Federal Financial Corp. - Common Stock","NASDAQ"
"OFIX","Orthofix Medical Inc.  - Common Stock","NASDAQ"
"OFLX","Omega Flex, Inc. - Common Stock","NASDAQ"
"OFS","OFS Capital Corporation - Common Stock","NASDAQ"
"OFSSG","OFS Capital Corporation - 6.25% Notes Due 2023","NASDAQ"
"OFSSI","OFS Capital Corporation - 5.95% Notes due 2026","NASDAQ"
"OGI","Organigram Holdings Inc. - Common Shares","NASDAQ"
"OHPA","Orion Acquisition Corp. - Class A common stock","NASDAQ"
"OHPAU","Orion Acquisition Corp. - Unit","NASDAQ"
"OHPAW","Orion Acquisition Corp. - Warrant","NASDAQ"
"OIIM","O2Micro International Limited - American Depositary Shares","NASDAQ"
"OKTA","Okta, Inc. - Class A Common Stock","NASDAQ"
"OLB","The OLB Group, Inc. - Common Stock","NASDAQ"
"OLD","The Long-Term Care ETF","NASDAQ"
"OLED","Universal Display Corporation - Common Stock","NASDAQ"
"OLK","Olink Holding AB (publ) - American Depositary Shares","NASDAQ"
"OLLI","Ollie's Bargain Outlet Holdings, Inc. - Common Stock","NASDAQ"
"OLMA","Olema Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"OM","Outset Medical, Inc. - Common Stock","NASDAQ"
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares","NASDAQ"
"OMCL","Omnicell, Inc. - Common Stock","NASDAQ"
"OMEG","Omega Alpha SPAC - Class A Ordinary Shares","NASDAQ"
"OMER","Omeros Corporation - Common Stock","NASDAQ"
"OMEX","Odyssey Marine Exploration, Inc. - Common Stock","NASDAQ"
"OMP","Oasis Midstream Partners LP - Common Units, Representing Limited Partner Interests","NASDAQ"
"ON","ON Semiconductor Corporation - Common Stock","NASDAQ"
"ONB","Old National Bancorp - Common Stock","NASDAQ"
"ONCR","Oncorus, Inc. - Common Stock","NASDAQ"
"ONCS","OncoSec Medical Incorporated - Common Stock","NASDAQ"
"ONCT","Oncternal Therapeutics, Inc.  - Common Stock","NASDAQ"
"ONCY","Oncolytics Biotech Inc. - Common Shares","NASDAQ"
"ONDS","Ondas Holdings Inc. - Common Stock","NASDAQ"
"ONEM","1Life Healthcare, Inc. - Common Stock","NASDAQ"
"ONEQ","Fidelity Nasdaq Composite Index ETF","NASDAQ"
"ONEW","OneWater Marine Inc. - Class A Common Stock","NASDAQ"
"ONTX","Onconova Therapeutics, Inc. - Common Stock","NASDAQ"
"ONTXW","Onconova Therapeutics, Inc. - Warrants","NASDAQ"
"ONVO","Organovo Holdings, Inc. - Common Stock","NASDAQ"
"OPBK","OP Bancorp - Common Stock","NASDAQ"
"OPCH","Option Care Health, Inc. - Common Stock","NASDAQ"
"OPEN","Opendoor Technologies Inc  - Common Stock","NASDAQ"
"OPENW","Opendoor Technologies Inc  - Warrant","NASDAQ"
"OPGN","OpGen, Inc. - Common Stock","NASDAQ"
"OPHC","OptimumBank Holdings, Inc. - Common Stock","NASDAQ"
"OPI","Office Properties Income Trust - Common Shares of Beneficial Interest","NASDAQ"
